Title,year,pop_under_npl,rate,gini,comparability,source,link,upi,last_submit
CAF,2012,,,,,,,,
CAF,2013,,,,,,,,
CAF,2014,,,,,,,,
CAF,2015,,,,,,,,
CAF,2016,,,,,,,,
CAF,2017,,,,,,,,
CAF,2018,,,,,,,,
CAF,2019,,,,,,,,
CAF,2020,,,,,,,Gervais Chamberlin Yama,10/9/2024 11:52
CAF,2021,4193536,68.83,43,No,2021 EHCVM,,Gervais Chamberlin Yama,10/9/2024 11:54
CAF,2022,,,,,,,,
CAF,2023,,,,,,,,
CAF,2024,,,,,,,,
CHL,2000,5494591,36,52.77201,,WDI ,,Cameron Nadim Haddad,3/25/2025 11:20
CHL,2001,,,,,,,Cameron Nadim Haddad,3/25/2025 11:20
CHL,2002,,,,,,,,
CHL,2003,5593038,35.4,51.48987,,WDI,,Trinidad Berenice Saavedra Facusse,9/27/2024 9:59
CHL,2004,,,,,,,,
CHL,2005,,,,,,,,
CHL,2006,4708507,28.7,49.80314549,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:49
CHL,2007,,,,,,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:50
CHL,2008,,,,,,,,
CHL,2009,4200007,24.8,49.51807953,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:50
CHL,2010,,,,,,,,
CHL,2011,3763490,21.7,48.86817629,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:50
CHL,2012,,,,,,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:50
CHL,2013,2456069,13.9,48.94449584,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:50
CHL,2014,,,,,,,,
CHL,2015,2015305,11.2,47.97036543,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:50
CHL,2016,,,,,,,,
CHL,2017,1570275,8.5,48.44726089,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:51
CHL,2018,,,,,,,,
CHL,2019,,,,,,,,
CHL,2020,2081030,10.7,50.93734511,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:51
CHL,2021,,,,,,,Trinidad Berenice Saavedra Facusse,9/27/2024 10:10
CHL,2022,1291824,6.5,47.02100269,Yes,MDSF,,Trinidad Berenice Saavedra Facusse,9/27/2024 15:51
CHL,2023,,,,,,,,
CHL,2024,,,,,,,,
CHN,2000,,49.8,,,Poverty: 2019 China Yearbook,,,
CHN,2001,,,,,,,,
CHN,2002,,,,,,,,
CHN,2003,,,47.9,,,,,
CHN,2004,,,47.3,,,,,
CHN,2005,,30.2,48.5,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2006,,,48.7,,,,,
CHN,2007,,,44.30879951,,,,,
CHN,2008,,,49.1,,,,,
CHN,2009,,,49,,,,,
CHN,2010,,17.2,48.1,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2011,,12.7,47.7,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2012,98990000,10.2,47.4,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2013,82490000,8.5,47.3,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2014,70170000,7.2,46.9,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2015,55750000,5.7,46.2,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2016,43350000,4.5,46.5,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2017,30460000,3.1,46.7,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,,,
CHN,2018,16600000,1.7,46.8,Yes,Poverty: 2020 China Yearbook; Gini: 2019 Yearbook of Household Survey,,,
CHN,2019,5510000,0.6,46.5,Yes,Poverty: 2021 China Yearbook; Gini: NBS webse,,,
CHN,2020,,0,46.8,Yes,Poverty: 2021 China Yearbook; Gini: NBS webse,,Veronica Sonia Montalva Talledo,3/26/2025 10:56
CHN,2021,,,46.6,,,,,
CHN,2022,,,46.7,,,,Veronica Sonia Montalva Talledo,3/26/2025 10:56
CHN,2023,,,,,,,,
CHN,2024,,,,,,,,
CIV,2000,,,,,,,,
CIV,2001,,,,,,,,
CIV,2002,6668743,38.4,41.34004,No,WDI,,,
CIV,2003,,,,,,,,
CIV,2004,,,,,,,,
CIV,2005,,,,,,,,
CIV,2006,,,,,,,,
CIV,2007,,,,,,,,
CIV,2008,9534515,48.9,43.18373,No,WDI,,,
CIV,2009,,,,,,,,
CIV,2010,,,,,,,,
CIV,2011,,,,,,,,
CIV,2012,,,,,,,,
CIV,2013,,,,,,,,
CIV,2014,,,,,,,,
CIV,2015,10260162,44.4,41.34,No,Ongoing poverty assessment,,,
CIV,2016,,,,,,,,
CIV,2017,,,,,,,,
CIV,2018,9889811,39.45,36.82,Yes,Ongoing poverty assessment,,,
CIV,2019,,,,,,,,
CIV,2020,,,,,,,,
CIV,2021,11169588,37.47,33.36,Yes,Poverty update.,,,
CIV,2022,,,,,,,,
CIV,2023,,,,,,,,
CIV,2024,,,,,,,,
CMR,2000,,,,,,,,
CMR,2001,6300115,40.2,42.13679,No,,,,
CMR,2002,,,,,,,,
CMR,2003,,,,,,,,
CMR,2004,,,,,,,,
CMR,2005,,,,,,,,
CMR,2006,,,,,,,,
CMR,2007,7339760,39.9,42.82006,Yes,,,,
CMR,2008,,,,,,,,
CMR,2009,,,,,,,,
CMR,2010,,,,,,,,
CMR,2011,,,,,,,,
CMR,2012,,,,,,,,
CMR,2013,,,,,,,,
CMR,2014,8339964,37.5,46.64087,Yes,,,,
CMR,2015,,,,,,,,
CMR,2016,,,,,,,,
CMR,2017,,,,,,,,
CMR,2018,,,,,,,,
CMR,2019,,,,,,,,
CMR,2020,,,,,,,,
CMR,2021,10070926,37.7,40.1,No,,,Rayner Tabetando,4/16/2025 15:44
CMR,2022,,,,,,,Rayner Tabetando,4/16/2025 15:38
CMR,2023,,,,,,,,
CMR,2024,,,,,,,,
COD,2000,,,,,,,,
COD,2001,,,,,,,,
COD,2002,,,,,,,,
COD,2003,,,,,,,,
COD,2004,36752712,69.3,,Yes,WDI,,,
COD,2005,,,,,,,,
COD,2006,,,,,,,,
COD,2007,,,,,,,,
COD,2008,,,,,,,,
COD,2009,,,,,,,,
COD,2010,,,,,,,,
COD,2011,,,,,,,,
COD,2012,44077376,63.9,,Yes,WDI,,,
COD,2013,,,,,,,,
COD,2014,,,,,,,,
COD,2015,,,,,,,,
COD,2016,,,,,,,,
COD,2017,,,,,,,,
COD,2018,,,,,,,,
COD,2019,,,,,,,,
COD,2020,52183478,56.2,,No,National Report,,Aly Sanoh,9/13/2024 11:49
COD,2021,,,,,,,,
COD,2022,,,,,,,,
COD,2023,,,,,,,,
COD,2024,,,,,,,,
COG,2000,,,,,,,,
COG,2001,,,,,,,,
COG,2002,,,,,,,,
COG,2003,,,,,,,,
COG,2004,,,,,,,,
COG,2005,1827958,50.7,46,Yes,"Poverty Assessment, 2017",,,
COG,2006,,,,,,,,
COG,2007,,,,,,,,
COG,2008,,,,,,,,
COG,2009,,,,,,,,
COG,2010,,,,,,,,
COG,2011,1845707,40.9,46.5,Yes,"Poverty Assessment, 2017",,,
COG,2012,,,,,,,,
COG,2013,,,,,,,,
COG,2014,,,,,,,,
COG,2015,,,,,,,,
COG,2016,,,,,,,,
COG,2017,,,,,,,,
COG,2018,,,,,,,,
COG,2019,,,,,,,,
COG,2020,,,,,,,,
COG,2021,,,,,,,,
COG,2022,,,,,,,,
COG,2023,,,,,,,,
COG,2024,,,,,,,,
COL,2000,,,,,,,,
COL,2001,,,,,,,,
COL,2002,19764430,49.7,55.78956,Yes,DANE. Encuesta Continua de Hogares,,,
COL,2003,19342650,48,53.36629,Yes,DANE. Encuesta Continua de Hogares,,,
COL,2004,19365808,47.4,54.84282,Yes,DANE. Encuesta Continua de Hogares,,,
COL,2005,18603348,45,53.70499,Yes,DANE. Encuesta Continua de Hogares,,,
COL,2006,,,,,,,,
COL,2007,,,,,,,,
COL,2008,18050516,42,55.53569,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2009,17524616,40.3,54.39229,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2010,16367106,37.2,54.72669,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2011,15179147,34.1,53.51879,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2012,14724614,32.7,52.74639,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2013,13944707,30.6,52.82127,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2014,13138023,28.5,52.73429,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2015,13015596,27.8,51.09941,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2016,13256178,28,50.83554,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2017,12870297,26.9,49.71548,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2018,13065448,27,,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2019,17470000,35.7,,No,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,,
COL,2020,21000000,42.5,,Yes,,,,
COL,2021,19799492,39.7,53.3,No,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government,,,
COL,2022,18331941,36.6,55.6,Yes,DANE. Gran Encuesta Continua ,,Maria Eugenia Davalos,9/13/2024 15:35
COL,2023,16708153,33,54.6,Yes,DANE. Gran Encuesta Continua ,,Maria Eugenia Davalos,9/13/2024 15:35
COL,2024,,,,,,,Maria Eugenia Davalos,3/25/2025 9:16
COM,2000,,,,,,,,
COM,2001,,,,,,,,
COM,2002,,,,,,,,
COM,2003,,,,,,,,
COM,2004,267558,44.8,55.92516,Yes,WDI,,,
COM,2005,,,,,,,,
COM,2006,,,,,,,,
COM,2007,,,,,,,,
COM,2008,,,,,,,,
COM,2009,,,,,,,,
COM,2010,,,,,,,,
COM,2011,,,,,,,,
COM,2012,,,,,,,,
COM,2013,314396,42.4,45.33459,No,EESIC 2014 survey,,,
COM,2014,,,,,,,,
COM,2015,,,,,,,,
COM,2016,,,,,,,,
COM,2017,,,,,,,,
COM,2018,,,,,,,,
COM,2019,,,,,,,,
COM,2020,358400,44.8,33,No,EHCVM 2020,,Francis Muamba Mulangu,9/13/2024 13:22
COM,2021,,,,,,,,
COM,2022,,,,,,,,
COM,2023,,,,,,,,
COM,2024,,,,,,,,
CPV,2000,,,,,,,,
CPV,2001,252031,56.8,52.4963,No,Instituto Nacional de Estatistica (INE).,,,
CPV,2002,,,,,,,,
CPV,2003,,,,,,,,
CPV,2004,,,,,,,,
CPV,2005,,,,,,,,
CPV,2006,,,,,,,,
CPV,2007,220843,45.4,47.18739,Yes,Instituto Nacional de Estatistica (INE).,https://ine.cv/publicacoes/resultados-do-quibb-2007/,Eduardo Alonso Malasquez Carbonel,9/10/2024 16:41
CPV,2008,,,,,,,,
CPV,2009,,,,,,,,
CPV,2010,,,,,,,,
CPV,2011,,,,,,,,
CPV,2012,,,,,,,,
CPV,2013,,,,,,,,
CPV,2014,,,,,,,,
CPV,2015,187585,35.2,42,Yes,Instituto Nacional de Estatistica (INE).,https://ine.cv/publicacoes/resultados-do-iii-inquerito-as-despesas-e-receitas-familiares-2015/,Eduardo Alonso Malasquez Carbonel,9/10/2024 16:41
CPV,2016,,,,,,,,
CPV,2017,,,,,,,,
CPV,2018,,,,,,,,
CPV,2019,,,,,,,,
CPV,2020,,,,,,,,
CPV,2021,,,,,,,Eduardo Alonso Malasquez Carbonel,3/25/2025 10:57
CPV,2022,,,,,,,,
CPV,2023,129277,24.8,,Yes,Instituto Nacional de Estatistica,https://ine.cv/notas_imprensas/resultados-da-estimativa-de-pobreza-swift-2023/,Eduardo Alonso Malasquez Carbonel,3/25/2025 11:03
CPV,2024,,,,,,,Eduardo Alonso Malasquez Carbonel,3/25/2025 10:58
CRI,2000,,,,,,,,
CRI,2001,,,,,,,,
CRI,2002,,,,,,,,
CRI,2003,,,,,,,,
CRI,2004,,,,,,,,
CRI,2005,,,,,,,,
CRI,2006,,,,,,,,
CRI,2007,,,,,,,,
CRI,2008,,,,,,,,
CRI,2009,,,,,,,,
CRI,2010,1094816,24.18,50.66,Yes,INEC/Encuesta Nacional de ,,Vincenzo Di Maro,9/13/2024 22:14
CRI,2011,1137796,24.84,51.49,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2012,1089811,23.48,51.54,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2013,1095102,23.29,52.24,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2014,1170634,24.58,51.62,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2015,1137881,23.59,51.58,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2016,1115261,22.86,52.11,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2017,1092403,22.14,51.38,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2018,1142069,22.88,51.37,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2018.,,Vincenzo Di Maro,9/13/2024 22:15
CRI,2019,1206711,23.89,51.43,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2018.,,Vincenzo Di Maro,9/13/2024 22:14
CRI,2020,1529255,29.96,51.89,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2020,,Vincenzo Di Maro,9/13/2024 22:14
CRI,2021,1351668,26.22,52.43,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2021,,Vincenzo Di Maro,9/13/2024 22:14
CRI,2022,1329757,25.54,50.39,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2022,,Vincenzo Di Maro,9/13/2024 22:14
CRI,2023,1281052,24.37,50.17,Yes,INEC/Encuesta Nacional de ,,Vincenzo Di Maro,3/18/2025 12:01
CRI,2024,1078076,20.3,49.2,Yes,INEC/Encuesta Nacional de ,,Vincenzo Di Maro,3/18/2025 12:01
DJI,2000,,,,,,,,
DJI,2001,,,,,,,,
DJI,2002,,,,,,,,
DJI,2003,,,,,,,,
DJI,2004,,,,,,,,
DJI,2005,,,,,,,,
DJI,2006,,,,,,,,
DJI,2007,,,,,,,,
DJI,2008,,,,,,,,
DJI,2009,,,,,,,,
DJI,2010,,,,,,,,
DJI,2011,,,,,,,,
DJI,2012,,,45.13425,,,,,
DJI,2013,206238,23,44.12707,No,,,,
DJI,2014,,,,,,,,
DJI,2015,,,,,,,,
DJI,2016,,,,,,,,
DJI,2017,201924,21.1,41.58799,No,,,,
DJI,2018,,,,,,,,
DJI,2019,,,,,,,,
DJI,2020,,,,,,,,
DJI,2021,,,,,,,,
DJI,2022,,,,,,,,
DJI,2023,,,,,,,,
DJI,2024,,,,,,,,
DOM,2000,2670469,31.8,51.3,,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2001,2787081,32.74,49.8,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2002,2795427,32.4,49.25856888,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2003,3591258,41.07,50.49910545,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2004,4371557,49.36,49.8,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2005,4231826,47.19,50.76063275,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2006,3929657,43.32,51.32964849,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2007,3923713,42.77,49.57755804,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2008,4011029,43.23,49.57584143,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2009,3861285,41.16,49.36569631,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2010,3842128,40.53,48.53790998,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2011,3767554,39.33,48.21686149,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2012,3839956,39.66,48.71321023,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2013,3871834,39.57,47.7889508,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2014,3435099,34.76,45.78953981,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2015,3074118,30.8,45.75918615,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),,,
DOM,2016,3507053,34.81,47.0972091,No,Encuesta Nacional de Fuerza de Trabajo (ENFT),,Erika Schutt Pardo,3/19/2025 13:03
DOM,2017,3174657,31.22,43.1,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),,Erika Schutt Pardo,3/19/2025 13:03
DOM,2018,2902926,28.28,43.9,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),,Erika Schutt Pardo,3/19/2025 13:04
DOM,2019,2671681,25.79,43.1,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),,Erika Schutt Pardo,3/19/2025 13:04
DOM,2020,3177948,30.42,,Yes,,,Erika Schutt Pardo,3/19/2025 13:04
DOM,2021,3231927,30.68,,Yes,,,Erika Schutt Pardo,3/19/2025 13:04
DOM,2022,2939136,27.67,37.6,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),,Erika Schutt Pardo,3/19/2025 13:04
DOM,2023,2463185,23,37.8,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),,Erika Schutt Pardo,4/16/2025 11:31
DOM,2024,2049228,16,38.6,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),,Erika Schutt Pardo,4/16/2025 11:34
ECU,2000,,,,,,,,
ECU,2001,,,,,,,,
ECU,2002,,,,,,,,
ECU,2003,,,,,,,,
ECU,2004,,,,,,,,
ECU,2005,,,,,,,,
ECU,2006,,,,,,,,
ECU,2007,5021405,36.7,55.09,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2008,4871425,35.1,51.46,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2009,5069182,36,50.38,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2010,4683737,32.8,50.46,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2011,4140745,28.6,47.32,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2012,4008338,27.3,47.67,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2013,4063425,25.6,48.5,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2014,3633446,22.5,46.65,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2015,3822256,23.3,47.57,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2016,3831062,22.92,46.6,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2017,3640029,21.46,45.93,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2018,3999306,23.22,46.9,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2019,4316997,25,46.7,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2020,5785516,33.04,49.77,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2021,4964728,27.7,47.4,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,,
ECU,2022,4578582,25.2,46.6,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,Gustavo Javier Canavire Bacarreza,3/24/2025 21:36
ECU,2023,4728526,26,45.7,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,Gustavo Javier Canavire Bacarreza,3/24/2025 21:36
ECU,2024,5145663,28,46.3,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,Gustavo Javier Canavire Bacarreza,3/24/2025 21:36
EGY,2000,,,,,,,,
EGY,2001,,,,,,,,
EGY,2002,,,,,,,,
EGY,2003,,,,,,,,
EGY,2004,14774852,19.6,,No,WDI,,,
EGY,2005,,,,,,,,
EGY,2006,,,,,,,,
EGY,2007,,,,,,,,
EGY,2008,17486038,21.6,,No,WDI,,,
EGY,2009,,,,,,,,
EGY,2010,21195116,25.2,,No,WDI,,,
EGY,2011,,,,,,,,
EGY,2012,23094888,26.3,,No,WDI,,,
EGY,2013,,,,,,,,
EGY,2014,,,,,,,,
EGY,2015,26070332,27.8,,No,WDI,,,
EGY,2016,,,,,,,,
EGY,2017,33081550,32.5,,Yes,WDI,,,
EGY,2018,,,,,,,,
EGY,2019,31368744,29.7,,No,WDI,,,
EGY,2020,,,,,,,Trang Van Nguyen,3/10/2025 21:22
EGY,2021,,33.5,,No,,,Trang Van Nguyen,3/10/2025 21:23
EGY,2022,,,,,,,,
EGY,2023,,,,,,,,
EGY,2024,,,,,,,,
ETH,2000,,,,,,,,
ETH,2001,,,,,,,,
ETH,2002,,,,,,,,
ETH,2003,,,,,,,,
ETH,2004,28879644,38.7,29.80685,Yes,"FDRE, 2017",,,
ETH,2005,,,,,,,,
ETH,2006,,,,,,,,
ETH,2007,,,,,,,,
ETH,2008,,,,,,,,
ETH,2009,,,,,,,,
ETH,2010,25959990,29.6,30,Yes,"FDRE, 2017",,,
ETH,2011,,,,,,,,
ETH,2012,,,,,,,,
ETH,2013,,,,,,,,
ETH,2014,,,,,,,,
ETH,2015,23470164,23.5,33,Yes,"FDRE, 2017",,,
ETH,2016,,,,,,,,
ETH,2017,,,,,,,,
ETH,2018,,,,,,,,
ETH,2019,,,,,,,,
ETH,2020,,,,,,,,
ETH,2021,40467653,33.1,29,Yes,WB calculation based on HoWStat 2021,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099122324120026973/p17948414314e60791bddc1916bc4acd5d8,Cesar A. Cancho,3/22/2025 10:45
ETH,2022,,,,,,,,
ETH,2023,,,,,,,,
ETH,2024,,,,,,,,
FJI,2000,,,,,,,,
FJI,2001,,,,,,,,
FJI,2002,,39.8,,Yes,WDI,,,
FJI,2003,,,,,,,,
FJI,2004,,,,,,,,
FJI,2005,,,,,,,,
FJI,2006,,,,,,,,
FJI,2007,,,,,,,,
FJI,2008,,35.2,,Yes,WDI,,,
FJI,2009,,,,,,,,
FJI,2010,,,,,,,,
FJI,2011,,,,,,,,
FJI,2012,,,,,,,,
FJI,2013,,34,,Yes,WDI,,,
FJI,2014,,,,,,,,
FJI,2015,,,,,,,,
FJI,2016,,,,,,,,
FJI,2017,,,,,,,,
FJI,2018,,,,,,,,
FJI,2019,207953,24.1,,No,Fiji Bureau of Statistics official release,,Taufik Ramadhan Indrakesuma,3/24/2025 11:43
FJI,2020,,,,,,,,
FJI,2021,,,,,,,,
FJI,2022,,,,,,,,
FJI,2023,,,,,,,,
FJI,2024,,,,,,,,
FSM,2000,,,,,,,,
FSM,2001,,,,,,,,
FSM,2002,,,,,,,,
FSM,2003,,,,,,,,
FSM,2004,,,,,,,,
FSM,2005,31753,29.9,,Yes,WDI,,,
FSM,2006,,,,,,,,
FSM,2007,,,,,,,,
FSM,2008,,,,,,,,
FSM,2009,,,,,,,,
FSM,2010,,,,,,,,
FSM,2011,,,,,,,,
FSM,2012,,,,,,,,
FSM,2013,42725,41.2,,No,WDI,,,
FSM,2014,,,,,,,,
FSM,2015,,,,,,,,
FSM,2016,,,,,,,,
FSM,2017,,,,,,,,
FSM,2018,,,,,,,,
FSM,2019,,,,,,,,
FSM,2020,,,,,,,,
FSM,2021,,,,,,,,
FSM,2022,,,,,,,,
FSM,2023,,,,,,,,
FSM,2024,,,,,,,,
GAB,2000,,,,,,,,
GAB,2001,,,,,,,,
GAB,2002,,,,,,,,
GAB,2003,,,,,,,,
GAB,2004,,,,,,,,
GAB,2005,458822,32.7,42.18499,Yes,EGEP 2005,,,
GAB,2006,,,,,,,,
GAB,2007,,,,,,,,
GAB,2008,,,,,,,,
GAB,2009,,,,,,,,
GAB,2010,,,,,,,,
GAB,2011,,,,,,,,
GAB,2012,,,,,,,,
GAB,2013,,,,,,,,
GAB,2014,,,,,,,,
GAB,2015,,,,,,,,
GAB,2016,,,,,,,,
GAB,2017,676396,33.4,38.02437,No,EGEP 2017,,Clarence Tsimpo Nkengne,3/25/2025 13:56
GAB,2018,,,,,,,,
GAB,2019,,,,,,,,
GAB,2020,,,,,,,,
GAB,2021,,,,,,,,
GAB,2022,,,,,,,,
GAB,2023,,,,,,,,
GAB,2024,,,,,,,,
GEO,2000,,,,,,,,
GEO,2001,,,,,,,,
GEO,2002,,,,,,,,
GEO,2003,,,,,,,,
GEO,2004,,,,,,,,
GEO,2005,,,,,,,,
GEO,2006,1434662,36.9,38.1,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
