Title,year,population_wdi,pop_under_npl,rate,gini,comparability,source,link
GHA,2016,29554303,6664775,23.4,43,Yes,Ghana Statistical Service. Poverty trends in Ghana 2005-2017,https://statsghana.gov.gh/gssmain/fileUpload/pressrelease/Poverty%20Profile%20Report_2005%20-%202017.pdf
GHA,2017,30222262,,,,,,
GHA,2018,30870641,,,,,,
GHA,2019,31522290,,,,,,
GHA,2020,32180401,,,,,,
GHA,2021,32833031,,,,,,
GHA,2022,33475870,,,,,,
GHA,2023,34121985,,,,,,
GHA,2024,34777523,,,,,,
GIN,2000,8336967,,,,,,
GIN,2001,8445717,,,,,,
GIN,2002,8577790,5062089,55.4,,Yes,WDI,
GIN,2003,8772254,,,,,,
GIN,2004,8961039,,,,,,
GIN,2005,9140114,,,,,,
GIN,2006,9330625,,,,,,
GIN,2007,9547082,5351265,53,,Yes,WDI,
GIN,2008,9779785,,,,,,
GIN,2009,10021323,,,,,,
GIN,2010,10270728,,,,,,
GIN,2011,10527712,,,,,,
GIN,2012,10788692,6227371,55.2,,Yes,WDI,
GIN,2013,11055430,,,,,,
GIN,2014,11333365,,,,,,
GIN,2015,11625998,,,,,,
GIN,2016,11930985,,,,,,
GIN,2017,12240789,,,,,,
GIN,2018,12554864,5809609,43.7,27.2,No,NSO,
GIN,2019,12877539,,,,,,
GIN,2020,13205153,,,,,,
GIN,2021,13531906,,,,,,
GIN,2022,13859341,,,,,,
GIN,2023,14190612,,,,,,
GIN,2024,14528771,,,,,,
GMB,2000,1437539,,,,,,
GMB,2001,1479449,,,,,,
GMB,2002,1522223,,,,,,
GMB,2003,1566257,,,,,,
GMB,2004,1612225,,,,,,
GMB,2005,1660368,,,,,,
GMB,2006,1711294,,,,,,
GMB,2007,1764883,,,,,,
GMB,2008,1820542,,,,,,
GMB,2009,1878119,,,,,,
GMB,2010,1937275,813924,48.1,35.88,No,IHS 2010,
GMB,2011,1998212,,,,,,
GMB,2012,2061014,,,,,,
GMB,2013,2124869,,,,,,
GMB,2014,2189019,,,,,,
GMB,2015,2253133,961109,48.6,35.53,Yes,IHS 2015,
GMB,2016,2317206,,,,,,
GMB,2017,2381182,,,,,,
GMB,2018,2444916,,,,,,
GMB,2019,2508883,,,,,,
GMB,2020,2573995,1082789,53.4,38.8,Yes,IHS 2020,
GMB,2021,2639916,,,,,,
GMB,2022,2705992,,,,,,
GMB,2023,2773168,,,,,,
GMB,2024,2841803,,,,,,
GNB,2000,1230849,,,,,,
GNB,2001,1257380,,,,,,
GNB,2002,1285678,836909,64.7,35.56975,Yes,WDI,
GNB,2003,1315653,,,,,,
GNB,2004,1347009,,,,,,
GNB,2005,1379713,,,,,,
GNB,2006,1414091,,,,,,
GNB,2007,1450572,,,,,,
GNB,2008,1488431,,,,,,
GNB,2009,1527196,,,,,,
GNB,2010,1567220,757714,48.7,29.9,Yes,ILAP 2010,
GNB,2011,1609017,,,,,,
GNB,2012,1652717,,,,,,
GNB,2013,1697753,,,,,,
GNB,2014,1743309,,,,,,
GNB,2015,1788919,,,,,,
GNB,2016,1834552,,,,,,
GNB,2017,1879826,,,,,,
GNB,2018,1924955,,47.7,31.6,Yes,EHCVM 2018/19,https://stat-guinebissau.com/index.html#
GNB,2019,1970457,,,,,,
GNB,2020,2015828,,,,,,
GNB,2021,2060721,866353,50.54,29.9,Yes,EHCVM 2021/22,https://stat-guinebissau.com/index.html#
GNB,2022,2105566,,,,,,
GNB,2023,2150842,,,,,,
GNB,2024,2197149,,,,,,
GNQ,2000,703279,,,,,,
GNQ,2001,749836,,,,,,
GNQ,2002,797957,,,,,,
GNQ,2003,847862,,,,,,
GNQ,2004,899917,,,,,,
GNQ,2005,947367,,,,,,
GNQ,2006,990343,,,,,,
GNQ,2007,1036044,,,,,,
GNQ,2008,1084530,,,,,,
GNQ,2009,1135673,,,,,,
GNQ,2010,1189085,,,,,,
GNQ,2011,1241835,,,,,,
GNQ,2012,1293483,,,,,,
GNQ,2013,1346218,,,,,,
GNQ,2014,1399828,,,,,,
GNQ,2015,1453923,,,,,,
GNQ,2016,1508186,,,,,,
GNQ,2017,1562396,,,,,,
GNQ,2018,1616422,,,,,,
GNQ,2019,1670177,,,,,,
GNQ,2020,1716468,,,,,,
GNQ,2021,1758786,,,,,,
GNQ,2022,1803545,915299,50.7,38.5,No,"Instituto Nacional de Estadistica INEGE, Guinea Ecuatorial",https://inege.org/wp-content/uploads/2024/12/Informe-Definitivo-de-la-ENH2.pdf
GNQ,2023,1847549,,,,,,
GNQ,2024,1892520,,,,,,
GRD,2000,107432,,,,,,
GRD,2001,107936,,,,,,
GRD,2002,108231,,,,,,
GRD,2003,108740,,,,,,
GRD,2004,109516,,,,,,
GRD,2005,110254,,,,,,
GRD,2006,110988,,,,,,
GRD,2007,111725,,,,,,
GRD,2008,112478,,,,,,
GRD,2009,113249,,,,,,
GRD,2010,114039,,,,,,
GRD,2011,114918,,,,,,
GRD,2012,115912,,,,,,
GRD,2013,116945,,,,,,
GRD,2014,117972,,,,,,
GRD,2015,118980,,,,,,
GRD,2016,119966,,,,,,
GRD,2017,120921,,,,,,
GRD,2018,121838,7615,25,40,Yes,World Bank and Grenada's Central Statistics Office,https://documents1.worldbank.org/curated/en/367321631770928387/pdf/Living-Conditions-in-Grenada-Poverty-and-Equity-Update.pdf
GRD,2019,122724,,,,,,
GRD,2020,123663,,,,,,
GRD,2021,124610,,,,,,
GRD,2022,125438,,,,,,
GRD,2023,126183,,,,,,
GRD,2024,126887,,,,,,
GTM,2000,11589761,"6,223,702",53.7,49.2,,"National Statistical Institute, Encuesta nacional de condiciones de vida",
GTM,2001,11871565,,,,,,
GTM,2002,12147518,,,,,,
GTM,2003,12415334,,,,,,
GTM,2004,12682108,,,,,,
GTM,2005,12948292,,,,,,
GTM,2006,13213330,"6,633,092",50.18,47.2,Yes,"National Statistical Institute, Encuesta nacional de condiciones de vida",
GTM,2007,13477017,,,,,,
GTM,2008,13739299,,,,,,
GTM,2009,14000190,,,,,,
GTM,2010,14259687,,,,,,
GTM,2011,14521515,,,,,,
GTM,2012,14781942,,,,,,
GTM,2013,15043981,,,,,,
GTM,2014,15306316,"9,061,339",59.21,41.3,Yes,"National Statistical Institute, Encuesta nacional de condiciones de vida",
GTM,2015,15567419,,,,,,
GTM,2016,15827690,,,,,,
GTM,2017,16087418,,,,,,
GTM,2018,16346950,,,,,,
GTM,2019,16604026,,,,,,
GTM,2020,16858333,,,,,,
GTM,2021,17109746,,,,,,
GTM,2022,17357886,,,,,,
GTM,2023,17602431,"9,864,402",56,42.1,No,"National Statistical Institute, Encuesta nacional de condiciones de vida",
GTM,2024,17868219,,,,,,
HND,2000,6656725,,,,,,
HND,2001,6837861,,63.68,56.35467949,No,,
HND,2002,7019908,,64.76,56.26595542,Yes,,
HND,2003,7201881,,65.27,58.2442595,Yes,,
HND,2004,7383407,,64.59,58.18922074,Yes,,
HND,2005,7564613,,63.66,59.68427401,Yes,,
HND,2006,7745200,,59.94,58.59983967,Yes,,
HND,2007,7924462,,58.25,59.19794642,Yes,,
HND,2008,8101777,,59.16,54.69392109,Yes,,
HND,2009,8277302,,58.75,52.54607203,Yes,,
HND,2010,8450933,,59.96,54.04490478,Yes,,
HND,2011,8622504,,61.93,55.22924856,Yes,,
HND,2012,8792367,,66.5,57.36442151,Yes,,
HND,2013,8960657,5346059,64.51,54.3689039,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Household poverty. Poverty line is absolute. Government estimate.,
HND,2014,9127846,5298765,62.84,51.98596348,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,
HND,2015,9294505,5470112,63.78,50.57703339,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,
HND,2016,9460798,5311970,60.91,51.81214233,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,
HND,2017,9626842,5699290,64.28,52.47,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,
HND,2018,9792850,5574064,61.85,53,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,
HND,2019,9958829,5430899,59.3,52.47,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,
HND,2020,10121763,,,,,,
HND,2021,10278345,6956668,73.61,55,No,,
HND,2022,10432860,,,,,,
HND,2023,10593798,6244599,64.1,51,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. ,
HND,2024,10759406,,62.9,49,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. ,
HRV,2000,4468302,,,,,,
HRV,2001,4299642,,,,,,
HRV,2002,4302174,,,,,,
HRV,2003,4303399,,,,,,
HRV,2004,4304600,,,,,,
HRV,2005,4310145,,,,,,
HRV,2006,4311159,,,,,,
HRV,2007,4310217,,,,,,
HRV,2008,4309705,,,,,,
HRV,2009,4305181,,20.6,31.6,Yes,EUROSTAT,
HRV,2010,4295427,,20.9,31.2,Yes,EUROSTAT,
HRV,2011,4280622,,20.4,30.9,Yes,EUROSTAT,
HRV,2012,4267558,,19.5,30.9,Yes,EUROSTAT,
HRV,2013,4255689,,19.4,30.2,Yes,EUROSTAT,
HRV,2014,4238389,,20,30.4,Yes,EUROSTAT,
HRV,2015,4203604,,19.5,29.8,Yes,EUROSTAT,
HRV,2016,4174349,,20,29.9,Yes,EUROSTAT,
HRV,2017,4124531,,19.3,29.7,Yes,EUROSTAT,
HRV,2018,4087843,,18.3,29.2,Yes,EUROSTAT,
HRV,2019,4065253,,18.3,28.9,Yes,EUROSTAT,
HRV,2020,4047680,,19.2,29.1,Yes,EUROSTAT,
HRV,2021,3878981,683000,18,28.5,Yes,EUROSTAT,
HRV,2022,3855641,718000,19.3,29.7,Yes,EUROSTAT,
HRV,2023,3853200,759000,20.3,29.8,No,EUROSTAT,
HRV,2024,3809472,,,,,,
HTI,2000,8360225,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2001,8511728,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2002,8661546,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2003,8812245,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2004,8961489,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2005,9111900,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2006,9266288,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2007,9420826,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2008,9575247,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2009,9730638,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2010,9842880,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2011,9954312,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2012,10108539,6019188,58.5,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2013,10261206,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2014,10412740,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2015,10563757,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2016,10713849,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2017,10863543,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,
HTI,2018,11012421,,,,,,
HTI,2019,11160438,,,,,,
HTI,2020,11306801,,,,,,
HTI,2021,11447569,,,,,,
HTI,2022,11584996,,,,,,
HTI,2023,11724763,,,,,,
HTI,2024,11867030,,,,,,
IDN,2000,214072421,40488840,19.14,28.63204,,Statistics Indonesia (Badan Pusat Statistik),
IDN,2001,217112437,39490648,18.41,29.08596,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2002,220115092,39586468,18.2,31.74381,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2003,223080121,38418976,17.42,31.64058,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2004,225938595,37254200,16.66,32.53489,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2005,228805144,36206024,15.97,32.98106,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2006,231797427,40796280,17.75,34.37201,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2007,234858289,38629600,16.58,35.73156,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2008,237936543,36415760,15.42,35.10932,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2009,240981299,33866680,14.15,35.00623,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2010,244016173,,,,,,
IDN,2011,247099697,30688868,12.49,39.6314,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2012,250222695,29766436,11.96,39.51076,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2013,253275918,28656068,11.37,39.72076,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2014,256229761,28702252,11.25,39.12996,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2015,259091970,28965788,11.22,39.44449,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2016,261850182,28357140,10.86,38,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2017,264498852,28088684,10.64,37.94245,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2018,267066843,25947480,9.82,38.9,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2019,269582878,25153548,9.41,38,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2020,271857970,26375376,9.78,38.1,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2021,273753191,27473710,10.14,38.4,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2022,275501339,26100244,9.54,38.4,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2023,277534122,25900000,9.36,38.8,Yes,Statistics Indonesia (Badan Pusat Statistik),
IDN,2024,284001831,25220000,9.03,37.9,Yes,Statistics Indonesia (Badan Pusat Statistik),
IND,2000,1059633675,,,,,,
IND,2001,1078970907,,,,,,
IND,2002,1098313039,,,,,,
IND,2003,1117415123,,,,,,
IND,2004,1136264583,423565408,37.2,,Yes,Population figures are from Povcalnet and poverty figures are the official national estimates,
IND,2005,1154638713,,,,,,
IND,2006,1172373788,,,,,,
IND,2007,1189691809,,,,,,
IND,2008,1206734806,,,,,,
IND,2009,1223640160,365349088,29.8,,Yes,Population figures are from Povcalnet and poverty figures are the official national estimates,
IND,2010,1240613620,,,,,,
IND,2011,1257621191,275509824,21.9,,Yes,Population figures are from Povcalnet and poverty figures are the official national estimates,
IND,2012,1274487215,,,,,,
IND,2013,1291132063,,,,,,
IND,2014,1307246509,,,,,,
IND,2015,1322866505,,,,,,
IND,2016,1338636340,,,,,,
IND,2017,1354195680,,,,,,
IND,2018,1369003306,,,,,,
IND,2019,1383112050,,,,,,
IND,2020,1396387127,,,,,,
IND,2021,1407563842,,,,,,
IND,2022,1417173173,,,,,,
IND,2023,1428627663,,,,,,
IND,2024,1441719849,,,,,,
IRN,2000,65544383,,,,,,
IRN,2001,66674851,,,,,,
IRN,2002,67327117,,,,,,
IRN,2003,67954699,,,,,,
IRN,2004,69061674,,,,,,
IRN,2005,70182594,,,,,,
IRN,2006,71275760,,,,,,
IRN,2007,72319418,,,,,,
IRN,2008,73318394,,,,,,
IRN,2009,74322685,,,,,,
IRN,2010,75373855,,,,,,
IRN,2011,76342971,,,,,,
IRN,2012,77324451,,,,,,
IRN,2013,78458928,,,,,,
IRN,2014,79961672,,,,,,
IRN,2015,81790841,,,,,,
IRN,2016,83306231,,,,,,
IRN,2017,84505076,,,,,,
IRN,2018,85617562,,,,,,
IRN,2019,86564202,,,,,,
IRN,2020,87290193,,,,,,
IRN,2021,87923432,,,,,,
IRN,2022,88550570,,,,,,
IRN,2023,89172767,,,,,,
IRN,2024,89809776,,,,,,
IRQ,2000,24628858,,,,,,
IRQ,2001,25425663,,,,,,
IRQ,2002,26255343,,,,,,
IRQ,2003,27068823,,,,,,
IRQ,2004,27858948,,,,,,
IRQ,2005,28698684,,,,,,
IRQ,2006,28905607,6204332,22.4,,Yes,IHSES 2006,
IRQ,2007,28660887,,,,,,
IRQ,2008,29218381,,,,,,
IRQ,2009,30289040,,,,,,
IRQ,2010,31264875,,,,,,
IRQ,2011,32378061,,,,,,
IRQ,2012,33864447,6194772,18.9,,Yes,IHSES 2012,
IRQ,2013,35481800,,,,,,
IRQ,2014,36746488,,,,,,
IRQ,2015,37757813,,,,,,
IRQ,2016,38697943,,,,,,
IRQ,2017,39621162,,,,,,
IRQ,2018,40590700,,,,,,
IRQ,2019,41563520,,,,,,
IRQ,2020,42556984,,,,,,
IRQ,2021,43533592,,,,,,
IRQ,2022,44496122,,,,,,
IRQ,2023,45504560,,17.52,,No,IHSES 2023,
IRQ,2024,46523659,,,,,,
JAM,2000,2612205,488482,18.7,,,WDI (population); PIOJ (national poverty),
JAM,2001,2625405,443693,16.9,,Yes,WDI (population); PIOJ (national poverty),
JAM,2002,2638244,519734,19.7,,Yes,WDI (population); PIOJ (national poverty),
JAM,2003,2651027,506346,19.1,,Yes,WDI (population); PIOJ (national poverty),
JAM,2004,2664024,450220,16.9,,Yes,WDI (population); PIOJ (national poverty),
JAM,2005,2676863,396176,14.8,,Yes,WDI (population); PIOJ (national poverty),
JAM,2006,2689660,384621,14.3,,Yes,WDI (population); PIOJ (national poverty),
JAM,2007,2701221,267421,9.9,,Yes,WDI (population); PIOJ (national poverty),
JAM,2008,2711373,333499,12.3,,Yes,WDI (population); PIOJ (national poverty),
JAM,2009,2722401,449196,16.5,,Yes,WDI (population); PIOJ (national poverty),
JAM,2010,2733896,481166,17.6,,Yes,WDI (population); PIOJ (national poverty),
JAM,2011,2746169,,,,,,
JAM,2012,2759817,549204,19.9,,No,WDI (population); PIOJ (national poverty),
JAM,2013,2773129,682190,24.6,,Yes,WDI (population); PIOJ (national poverty),
JAM,2014,2784543,556909,20,,Yes,WDI (population); PIOJ (national poverty),
JAM,2015,2794445,592422,21.2,,Yes,WDI (population); PIOJ (national poverty),
JAM,2016,2802695,479261,17.1,,Yes,WDI (population); PIOJ (national poverty),
JAM,2017,2808376,542017,19.3,,Yes,WDI (population); PIOJ (national poverty),
JAM,2018,2811835,355697,12.65,,Yes,WDI (population); PIOJ (national poverty),
JAM,2019,2813773,309515,11,,Yes,WDI (population); PIOJ (national poverty),
JAM,2020,2820436,,,,,,
JAM,2021,2827695,472225,16.7,,Yes,WDI (population); PIOJ (national poverty),
JAM,2022,2827377,,,,,,
JAM,2023,2825544,,8.2,,Yes,PIOJ press release,https://www.pioj.gov.jm/wp-content/uploads/2025/05/DGs-QPB-29_4-Speaking-Notes-21-05-25.pdf
JAM,2024,2824738,,,,,,
JOR,2000,5056174,,,,,,
JOR,2001,5163310,,,,,,
JOR,2002,5275532,,,,,,
JOR,2003,5396117,,,,,,
JOR,2004,5532423,,,,,,
JOR,2005,5678534,,,,,,
JOR,2006,6075548,770640,13,33.85625,Yes,Jordan Department of Statistics,
JOR,2007,6473457,,,,,,
JOR,2008,6632873,836969,13.3,32.57345,Yes,Jordan Department of Statistics,
JOR,2009,6780493,,,,,,
JOR,2010,6931258,964512,14.4,33.7,Yes,Jordan Department of Statistics,
JOR,2011,7109980,,,,,,
JOR,2012,7211863,,,,,,
JOR,2013,7694814,,,,,,
JOR,2014,8658026,,,,,,
JOR,2015,9494246,,,,,,
JOR,2016,9964656,,,,,,
JOR,2017,10215381,,,,,,
JOR,2018,10459865,,15.7,,No,Jordan Department of Statistics,
JOR,2019,10698683,,,,,,
JOR,2020,10928721,,,,,,
JOR,2021,11148278,,,,,,
JOR,2022,11285869,,,,,,
JOR,2023,11337052,,,,,,
JOR,2024,11384922,,,,,,
KAZ,2000,14883626,,,,,,
KAZ,2001,14858335,6942240,46.7,36.6,No,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2002,14858948,6608721,44.5,32.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2003,14909019,5575064,37.5,31.5,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2004,15012984,5068457,33.9,30.5,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2005,15147029,4763626,31.6,30.4,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2006,15308085,2769911,18.2,31.2,No,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2007,15484192,1955404,12.7,30.9,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2008,15776938,1884152,12.1,28.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2009,16092822,1310554,8.2,26.7,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2010,16321872,1053213,6.5,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2011,16557202,904226,5.5,29,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2012,16792090,633609,3.8,28.4,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2013,17035551,490397,2.9,27.6,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2014,17288285,480504,2.8,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2015,17542806,470224,2.7,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2016,17794055,441747,2.5,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2017,18037776,447955,2.5,28.7,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2018,18276452,780765,4.3,28.9,No,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2019,18513673,791009,4.3,29,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2020,18755666,987484,5.3,29.1,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2021,19191356,981737,5.2,29.4,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2022,19634983,1014164,5.2,28.5,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2023,19900177,1034809,5.2,29,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KAZ,2024,20079412,1003971,5,29.6,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/
KEN,2000,30851606,,,,,,
KEN,2001,31800343,,,,,,
KEN,2002,32779823,,,,,,
KEN,2003,33767122,,,,,,
KEN,2004,34791836,,,,,,
KEN,2005,35843010,16870600,46.8,46.45292,Yes,"Basic Report on well-being in Kenya, https://www.knbs.or.ke/publications/",
KEN,2006,36925253,,,,,,
KEN,2007,38036793,,,,,,
KEN,2008,39186895,,,,,,
KEN,2009,40364444,,,,,,
KEN,2010,41517895,,,,,,
KEN,2011,42635144,,,,,,
KEN,2012,43725806,,,,,,
KEN,2013,44792368,,,,,,
KEN,2014,45831863,,,,,,
KEN,2015,46851488,17052288,36.1,40.77577,Yes,"Basic Report on well-being in Kenya, https://www.knbs.or.ke/publications/",
KEN,2016,47894670,,,,,,
KEN,2017,48948137,,,,,,
KEN,2018,49953304,,,,,,
KEN,2019,50951450,,,,,,
KEN,2020,51985780,20892490,42.9,35.9,,,
KEN,2021,53005614,19108777,38.6,38.9,Yes,,
KEN,2022,54027487,20156741,39.8,38.4,Yes,The Kenya Poverty Report (2022),
KEN,2023,55100586,,,,,,
KEN,2024,56203030,,,,,,
KGZ,2000,4898400,,,,,,
KGZ,2001,4945100,,,,,,
KGZ,2002,4990700,,,,,,
KGZ,2003,5043300,,,,,,
KGZ,2004,5104700,,,,,,
KGZ,2005,5162600,,,,,,
KGZ,2006,5218400,2082142,39.9,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2007,5268400,1843940,35,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2008,5318700,1686028,31.7,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2009,5383300,1706506,31.7,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2010,5447900,1835942,33.7,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2011,5514600,2029373,36.8,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2012,5607200,2130736,38,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2013,5719600,2116252,37,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2014,5835500,1785663,30.6,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2015,5956900,1912165,32.1,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2016,6079500,1545006,25.4,,Yes,National Statistica Committee of the Kyrgyz Republic,
KGZ,2017,6198200,1587584,25.6,,Yes,National Statistical Committee of the Kyrgyz Republic. Poverty line is absolute. Government estimate.,
